adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,revilla_bong,estrada_jinggoy,defensorsantiago_miriam,drilon_frank,enrile_juanponce_sr,cayetano_pia,marcos_ferdinand_jr,recto_ralph,sotto_tito,osmena_serge,lapid_lito,guingona_teofisto_iii,hontiveros_risa,biazon_rozzano_rufino,devenecia_jose_iii,remulla_gilbert_cesar,lim_danilo,roco_sonia,querubin_ariel,pimentel_gwendolyn,acosta_nereus_jr,lacson_alex,tamano_adel,osmena_emiliomario,maza_liza,ocampo_saturnino,tatad_francisco,lozada_jose_apolinario_jr,mitra_ramon,langit_rey,bello_silvestre_iii,lao_yasmin,papin_imelda,ople_susan,bautista_martin,plaza_rodolfo,bautista_jv,guico_ramon_jr,lambino_raul,villanueva_hector,ocampo_ramoncito,inocencio_ma_katherine,palparan_jovito_jr,tinsay_alexander,alonto_zafrullah,tamayo_reginald,espinosa_nanette,maambong_regalado,david_rizalito,albani_shariff,virgines_israel,paredes_zosimo,sison_adrian,imbong_jo_aurea,princesa_reynaldo,nikabulin_adz,caunan_henry,valdehuesa_manuel_jr,tarrazona_hector,rinoza_plazo_maria_gracia,lood_alma
105528000,105500000,100000000,Mapandan,Mun,10256,7179,8412,7483,7528,7111,6822,6174,8330,4848,5725,4306,3493,4153,8313,2955,2553,2501,2273,2602,2072,1501,1100,1366,1271,1346,983,952,712,1410,780,561,961,682,632,114,416,2752,5501,369,345,341,296,349,220,292,350,124,212,144,245,165,187,97,162,165,111,52,52,41,63
105529000,105500000,100000000,Natividad,Mun,7034,6839,6454,4704,5785,5386,7208,3888,4192,3325,3851,2773,2268,2327,4506,2462,2863,1564,2972,2018,1201,1246,868,1010,714,914,952,781,654,1067,399,319,736,538,326,123,302,940,1564,364,232,207,368,133,94,181,231,96,135,72,102,104,160,99,107,81,52,47,39,32,48
105530000,105500000,100000000,Pozorrubio,Mun,18392,14298,15815,13118,13324,12363,18895,9993,11158,8161,10206,6697,5872,5310,14381,6767,7331,3862,6405,4189,2898,2716,3025,2311,1649,2178,2022,1553,1675,1872,1066,753,1195,1145,1039,343,738,8450,17753,728,617,426,522,400,287,423,795,243,283,239,265,296,264,201,251,191,147,120,124,52,84
105531000,105500000,100000000,Rosales,Mun,17141,17178,15195,11434,13937,12419,17441,9129,10642,7329,10596,6582,6867,5512,10062,5540,7030,3438,6686,3686,2068,2471,1890,2037,2502,2543,2191,1578,1522,2102,1122,508,1746,934,654,283,530,3532,3736,608,612,622,620,500,341,353,509,185,235,150,333,309,275,159,350,264,139,95,72,42,72
105533000,105500000,100000000,San Fabian,Mun,21216,18214,16528,14406,15233,13229,18160,12003,13043,8646,13406,8487,6015,6570,22885,6101,6403,4050,7621,4996,4002,3085,1847,2735,2894,2664,2647,1885,2083,2127,1034,820,1454,1239,1080,215,903,4543,9013,856,543,477,405,469,260,391,658,293,394,272,263,244,733,244,206,221,194,134,115,100,154
105534000,105500000,100000000,San Jacinto,Mun,12153,8384,9298,8414,7943,7498,8212,7566,7412,5160,7651,4883,4023,4018,12623,3359,3065,2653,2643,2758,1980,1791,1002,1527,1643,1452,1657,1025,825,1199,708,660,1095,640,802,173,535,3908,6170,477,290,228,214,205,165,196,443,151,258,148,191,141,481,161,149,93,99,55,64,57,61
105535000,105500000,100000000,San Manuel,Mun,12194,11031,10120,7798,9351,8818,12062,6508,6568,4969,7375,4444,3104,4105,7154,3812,3434,2140,3551,2906,1444,1966,1718,1460,1208,1416,1282,1016,931,1427,566,431,1554,754,437,160,408,6266,2420,493,337,249,320,201,175,284,455,164,212,124,142,161,263,112,190,122,128,81,71,48,45
105536000,105500000,100000000,San Nicolas,Mun,10227,9592,9433,7488,7796,7742,12325,5497,5735,4159,5901,3824,2952,3286,6654,3631,5085,1854,4794,2393,1749,1801,1665,1208,1229,1537,1111,1015,894,1314,691,429,1649,687,557,175,419,2047,2253,541,386,308,439,295,216,257,345,161,241,151,212,167,221,109,230,167,109,90,54,53,46
105537000,105500000,100000000,San Quintin,Mun,10051,10087,8997,6831,8365,7387,9784,5879,6361,4575,6610,4004,3114,3279,5834,3250,3549,1844,3669,2333,1251,1707,1116,1269,1062,1470,1265,1064,936,1390,515,451,1161,628,431,113,373,1366,2083,404,318,366,577,300,198,235,384,132,211,119,147,167,225,122,199,153,105,52,81,46,69
105538000,105500000,100000000,Santa Barbara,Mun,24085,17875,17966,16330,16600,16302,15860,13463,13863,10622,12855,9750,8129,7763,15717,7133,5676,7179,5771,5944,4353,3861,3992,3223,3155,3115,2579,1823,1667,2575,1143,1375,1775,1427,1463,422,1154,3764,7062,903,826,636,592,766,332,642,735,268,492,312,311,289,405,283,258,218,239,130,121,94,113
105539000,105500000,100000000,Santa Maria,Mun,9268,8577,8539,7101,7813,6925,9170,5271,5122,4434,5392,3528,3188,2844,6196,3122,3183,2068,3194,2338,1248,1505,1056,1173,1164,1408,1143,888,949,1222,679,363,822,542,402,106,348,2350,2557,348,357,233,395,199,136,190,275,102,175,111,110,137,167,82,124,92,88,60,36,26,33
105540000,105500000,100000000,Santo Tomas,Mun,3304,4820,4756,2295,4554,4391,5085,1732,4310,1156,3266,1484,756,1308,1516,2560,1001,374,1018,1866,299,256,410,210,266,390,304,209,195,213,146,56,139,194,79,0,53,2630,2138,70,53,53,71,50,25,44,62,31,34,18,29,27,40,14,33,11,32,7,10,10,9
105541000,105500000,100000000,Sison,Mun,11984,11348,11135,8571,9468,8803,13548,6523,8094,5792,6196,4722,3690,3779,7807,4795,4867,2549,5271,2750,1557,1851,1555,1470,1214,1492,1554,1140,1326,1308,671,456,757,838,500,646,426,3539,3632,491,278,235,320,218,119,255,382,154,181,141,364,95,238,80,106,86,96,80,55,47,60
105542000,105500000,100000000,Sual,Mun,9795,9056,7549,5842,7178,5828,7843,4845,5209,4126,5171,3348,2714,3111,6035,2614,2836,2054,3982,2545,1551,2058,731,1518,881,1022,1068,860,866,1151,500,413,938,537,571,160,666,1069,2329,620,337,274,341,205,185,250,439,163,235,166,141,144,291,158,140,136,142,98,83,54,68
105543000,105500000,100000000,Tayug,Mun,11816,11878,10775,9119,9789,8292,12422,6604,6954,5719,6776,4874,4070,4069,7439,4143,4749,2665,4758,3136,1852,2189,1481,1543,1464,1621,1540,1279,1120,1569,677,495,1264,839,553,167,430,1766,2430,554,402,391,477,305,211,267,367,150,179,121,201,188,237,130,229,180,101,78,61,41,53
105544000,105500000,100000000,Umingan,Mun,20751,21210,17413,13050,15802,14362,20338,10411,10953,8489,12233,7250,6333,6012,13034,6094,7351,3769,8441,5491,2293,3530,1950,2807,2943,3078,2349,2178,1455,2822,1211,738,2064,1153,740,234,802,2566,3152,946,730,605,899,470,347,441,639,287,383,262,299,315,432,198,346,248,213,120,107,88,108
105545000,105500000,100000000,Urbiztondo,Mun,13279,12043,9647,8380,9428,8253,8741,7958,8514,6073,7591,5223,3934,4353,8512,3769,3402,3067,2843,3658,2253,2496,1382,2189,1386,1446,1808,1345,1265,1692,690,697,1392,935,808,235,673,1192,3398,675,498,357,449,385,279,380,699,236,386,231,246,202,621,232,238,200,197,140,102,91,91
105547000,105500000,100000000,Villasis,Mun,19645,18789,16750,13337,14992,13231,19267,9543,12076,9124,10506,7115,6145,5825,11970,6773,7646,3533,7887,4539,2812,2920,2270,2261,2937,2989,2568,1789,1699,1745,1107,659,1677,1244,738,472,631,3274,3941,795,704,619,802,625,387,388,587,203,311,189,353,336,520,164,330,307,160,92,99,63,56
405601000,405600000,400000000,Agdangan,Mun,3546,3839,3010,2962,2868,2384,1539,2494,1828,1828,2947,1837,1690,1727,1532,1236,1278,1163,1037,888,858,840,441,530,616,531,497,584,328,412,142,323,318,196,311,51,171,100,68,127,84,84,92,80,45,106,73,67,126,29,38,29,62,48,43,28,26,18,18,13,17
405602000,405600000,400000000,Alabat,Mun,3844,3358,3137,3016,2599,2375,1469,2786,2054,1995,2166,1842,1888,1718,1365,1189,1021,1282,1010,1198,1118,1084,448,591,522,522,546,467,400,605,260,358,448,240,328,81,172,208,174,228,178,153,112,148,124,100,83,45,88,44,105,72,71,39,91,79,30,21,20,13,11
405603000,405600000,400000000,Atimonan,Mun,13277,15948,12860,12718,11333,11042,8016,9718,8635,8817,8320,8616,7691,7601,6640,5417,6085,5400,5013,4035,3729,3891,2395,2002,3006,3056,3120,2379,1763,2155,689,1377,1489,1023,1227,431,793,278,279,569,600,628,496,340,215,586,349,242,290,110,257,220,272,148,238,189,101,89,73,72,60
405605000,405600000,400000000,Buenavista,Mun,6737,6649,4423,3832,3933,3481,2133,3723,3158,2427,4839,2481,2598,2420,2120,1265,1630,1681,1270,1727,1648,1969,453,1262,819,676,934,734,626,1073,489,621,1341,348,703,190,495,375,319,414,263,156,243,162,162,225,318,148,337,127,121,116,184,183,126,104,132,81,77,47,41
405606000,405600000,400000000,Burdeos,Mun,4958,4615,3156,2281,2313,2137,1486,2057,1736,1509,3154,1223,929,1295,1613,848,1669,851,1321,882,658,1189,391,628,573,482,578,456,465,1337,206,166,864,300,224,106,224,85,90,296,183,103,132,114,98,131,218,79,157,52,81,73,109,53,65,63,51,43,27,21,31
