adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,angara_edgardo,aquino_noynoy,arroyo_joker,bautista_martin,cantal_felix,cayetano_alanpeter,cayetano_joselito,chavez_melchor,coseteng_nikki,defensor_mike,enciso_ruben,escudero_chiz,estrella_antonio,gomez_richard,honasan_gringo,kiram_jamalul,lacson_ping,legarda_loren,lozano_oliver,magsaysay_vic,montano_cesar,oreta_tessie,orpilla_ed,osmena_john,pangilinan_kiko,paredes_zosimo,pichay_prospero,pimentel_koko,recto_ralph,roco_sonia,singson_chavit,sison_adrian,sotto_tito,trillanes_antonio_iv,villar_manny,wood_victor,zubiri_migz
307704000,307700000,300000000,Dinalungan,Mun,2314,1071,1365,46,7,853,67,50,342,1492,3,1982,25,210,1409,338,1589,1925,21,978,1400,632,3,498,1558,31,1188,1298,1510,575,898,21,1198,983,1986,59,1469
307706000,307700000,300000000,Dipaculao,Mun,6943,3451,2534,160,37,3960,191,242,1820,2873,32,5658,152,994,5260,411,5773,7144,226,1647,2982,1688,64,2332,4042,142,1862,3459,2945,1914,744,113,3106,3454,4455,277,1753
307707000,307700000,300000000,Maria Aurora,Mun,8183,4678,3718,341,38,4581,307,351,1582,3489,86,6553,213,799,5527,470,6727,7699,230,2316,2725,1699,70,2421,5377,277,2618,4058,3877,2225,1164,172,3329,4102,5094,286,2747
307708000,307700000,300000000,San Luis,Mun,6727,3228,2461,265,22,3454,228,187,1553,2306,20,5363,70,747,4142,644,4980,5967,103,1651,2261,1436,62,1553,3463,116,2357,3467,2771,1770,872,93,2952,3287,3905,67,2035
1900709000,1900700000,1900000000,Al-Barka,Mun,537,239,369,22,3,213,36,42,23,348,4,436,8,352,153,1880,495,718,12,250,1468,161,2,104,216,79,572,239,283,123,166,59,332,288,230,30,394
1900710000,1900700000,1900000000,Hadji Mohammad Ajul,Mun,1106,545,682,77,69,529,135,111,206,655,100,857,80,759,484,3620,639,1343,128,506,1819,447,118,305,649,209,1157,524,673,466,547,201,875,662,546,269,1124
1900704000,1900700000,1900000000,Maluso,Mun,2240,2037,1146,157,69,1934,193,277,606,1186,23,3006,69,1242,2053,4692,2962,3610,264,1302,3930,695,143,1371,2701,364,2013,1852,1488,1028,606,140,1411,2421,1919,131,1391
1900705000,1900700000,1900000000,Sumisip,Mun,1502,1036,900,101,48,1462,214,145,305,855,81,3073,79,1216,1333,6399,1589,4104,82,560,3642,428,27,672,1323,864,1253,955,855,678,353,31,985,1834,1382,94,931
1900706000,1900700000,1900000000,Tipo-Tipo,Mun,741,579,410,29,6,621,61,14,152,446,7,881,84,710,430,2015,721,1371,12,438,1905,250,7,157,771,31,862,423,568,310,230,9,501,736,593,10,509
1900707000,1900700000,1900000000,Tuburan,Mun,1294,175,1210,8,1,249,43,13,58,1155,0,480,12,444,145,2084,169,571,37,952,1678,944,9,38,229,4,1250,88,1070,104,1002,14,1235,286,197,7,1151
300801000,300800000,300000000,Abucay,Mun,6699,10206,5002,398,43,10872,251,320,4896,4047,30,14937,95,4537,7258,557,12702,13942,131,3201,3209,1799,35,3906,8529,315,4186,7674,5220,6720,1073,162,6769,9371,12126,99,4434
300802000,300800000,300000000,Bagac,Mun,6367,7241,3870,282,35,6662,260,358,2391,4627,20,9952,101,1040,5785,629,10287,9596,84,2386,2693,2332,36,2648,5951,238,3300,5745,3861,4808,1160,171,2956,5611,7738,66,4502
300803000,300800000,300000000,City of Balanga,City,21269,21829,15338,964,111,21983,535,728,8893,14313,100,31113,214,7087,15966,5005,25775,29001,323,9888,10637,5498,121,7750,19636,937,12344,17400,15760,14626,5316,522,17573,15431,27360,250,15552
300804000,300800000,300000000,Dinalupihan,Mun,13606,18508,12534,565,62,16169,589,399,5482,8447,51,25408,163,3828,12443,1193,21790,26099,228,10514,5728,3089,57,7195,19224,434,8290,12947,12193,9637,2100,231,13598,11839,20869,207,10482
300805000,300800000,300000000,Hermosa,Mun,9747,11770,7238,404,38,11029,338,346,5629,5845,45,18180,120,3999,10655,935,15881,17925,155,5582,4418,2813,36,5504,11776,324,6043,9410,7469,7843,1509,164,8754,9456,13955,187,6536
300806000,300800000,300000000,Limay,Mun,11892,11624,8345,496,75,11060,383,519,5362,8335,70,18142,173,4232,11098,1634,16045,17426,277,4991,5687,3855,89,5439,11413,553,7155,9858,9792,7429,2765,253,10534,9878,14279,229,8813
300807000,300800000,300000000,Mariveles,Mun,23256,25389,13702,572,87,22648,818,756,9575,14736,100,33909,400,3736,19910,2268,30622,33223,317,8098,8124,6314,97,9904,19877,521,7582,19692,13660,16211,3228,287,12287,19864,26953,231,16094
300808000,300800000,300000000,Morong,Mun,4925,6868,3867,173,21,5502,217,243,1818,3417,17,8979,123,928,4229,474,7268,8854,73,3027,2322,962,17,2477,7156,123,4153,4621,3931,4247,1334,79,3386,4596,7252,44,3250
300809000,300800000,300000000,Orani,Mun,11052,15738,9882,487,38,13986,356,454,7293,7697,31,23204,169,6847,11227,1720,17901,21151,164,5514,5749,2297,49,5675,13825,465,7393,11495,9816,9575,2064,188,11878,11159,21194,233,8160
300810000,300800000,300000000,Orion,Mun,11544,13443,7689,514,46,13730,242,462,5366,7527,46,19534,157,5206,10143,1506,16386,18732,183,4110,4781,3714,79,4768,10771,548,6081,11070,7063,9109,1703,282,8855,9650,15395,134,8527
300811000,300800000,300000000,Pilar,Mun,7870,9397,5025,364,43,9396,264,260,3675,5213,47,13533,110,4177,7414,1118,11679,12802,121,3164,3589,2521,38,3560,7251,337,4150,7612,5328,7856,1373,167,5770,6781,10523,125,5479
300812000,300800000,300000000,Samal,Mun,6192,8037,5460,391,37,7265,263,268,3345,3994,19,11815,72,3928,6149,752,9528,11078,111,3087,3016,1648,23,2975,8145,329,3954,5825,5665,4661,1318,197,5984,6477,9705,176,5392
200901000,200900000,200000000,Basco,Mun,1519,1832,1768,106,28,1085,101,138,425,1191,117,1859,35,359,945,249,1405,1996,53,812,786,774,54,585,1764,94,1326,1192,1228,580,430,47,1080,775,1470,32,1039
200902000,200900000,200000000,Itbayat,Mun,470,586,575,41,18,180,39,79,72,409,11,314,24,138,163,103,312,463,26,287,264,247,6,189,462,32,341,305,300,152,171,10,303,128,269,13,208
200903000,200900000,200000000,Ivana,Mun,279,265,344,20,3,161,23,21,78,227,5,291,5,64,138,43,240,362,12,149,167,128,2,116,277,14,219,189,214,80,68,3,192,128,190,7,157
200904000,200900000,200000000,Mahatao,Mun,330,365,430,15,65,187,40,37,63,273,7,387,12,72,209,85,286,465,11,175,219,163,3,99,367,8,319,214,277,112,115,4,213,252,250,5,202
200905000,200900000,200000000,Sabtang,Mun,277,293,313,9,8,198,15,15,44,244,4,205,6,68,82,59,153,354,3,171,198,183,1,69,314,2,277,199,244,146,115,5,242,65,175,11,174
200906000,200900000,200000000,Uyugan,Mun,302,263,631,19,5,154,33,30,64,255,7,251,3,93,118,81,188,307,8,169,206,172,2,87,313,22,266,164,229,65,131,10,211,98,167,5,163
401001000,401000000,400000000,Agoncillo,Mun,3562,4925,2882,114,49,5097,188,120,2535,2266,81,6284,116,626,4641,506,6230,6655,91,1592,1867,1354,55,2936,4414,150,2209,3693,4008,3331,1171,84,1908,5081,5137,77,2261
401002000,401000000,400000000,Alitagtag,Mun,3065,4254,3074,114,13,4102,122,91,1639,1891,64,5931,50,608,3888,332,4881,5657,44,1203,1322,909,28,1789,4644,127,2006,2942,4238,2663,734,132,1989,4091,4391,100,1939
401003000,401000000,400000000,Balayan,Mun,7421,11206,7002,447,156,11705,156,332,4485,5239,244,14564,119,1354,9514,1046,13230,14491,143,2592,4057,1971,253,4617,10988,1132,4803,7117,8916,5880,1885,1285,4294,10019,11048,253,5220
401004000,401000000,400000000,Balete,Mun,2387,2958,1657,52,14,3186,127,144,1265,1558,11,4385,46,627,3255,202,3753,4660,35,1075,1434,916,14,1573,3020,67,2227,2188,3017,1889,640,30,1460,3199,3495,49,1556
401005000,401000000,400000000,Batangas City,City,22243,32914,22995,1149,107,31925,802,472,9888,16489,212,42746,474,4840,26303,1665,36614,38909,268,5154,8647,3778,197,11701,34175,1051,12578,18469,26674,17429,4187,797,9799,30226,33113,322,15685
401006000,401000000,400000000,Bauan,Mun,7422,12548,7813,361,62,10817,340,201,3863,5539,40,14665,168,1717,9070,733,12655,14361,102,2388,3774,1666,89,4871,12646,328,4311,7595,10027,6743,1531,285,3125,10612,12460,127,4958
401008000,401000000,400000000,Calatagan,Mun,2983,4021,1094,139,84,3992,137,117,1505,1572,84,5187,80,479,3782,289,4812,5134,56,1074,1646,691,26,1496,3831,47,1537,2195,3684,2507,508,48,1370,4233,4334,68,3609
401014000,401000000,400000000,City of Lipa,City,8550,13369,9531,576,34,12652,268,225,4517,6056,36,17598,112,1835,11302,565,14730,16052,109,2164,3010,1728,38,5170,13657,551,5085,8332,11739,7817,1303,343,5790,12282,14191,207,7251
401028000,401000000,400000000,City of Sto. Tomas,City,9592,21298,8123,553,67,13974,334,261,6091,6230,252,20461,165,2598,12352,1197,16092,19104,354,4035,3708,2839,228,6770,11272,529,6022,10036,6958,9474,2410,397,6171,13607,17031,136,6337
401031000,401000000,400000000,City of Tanauan,City,18345,25922,16074,910,145,22252,770,659,9958,11002,391,31710,294,3529,22833,1772,29761,31567,420,6343,6844,6866,243,10341,21073,830,13061,21101,17987,14383,5008,633,11509,22344,26998,434,12128
401009000,401000000,400000000,Cuenca,Mun,2965,4493,3511,185,13,4431,92,59,1671,2145,222,6012,55,574,3821,423,5058,5396,71,1425,1217,842,70,1796,4521,269,1758,2888,4338,2518,600,235,1837,4348,4476,119,2194
401010000,401000000,400000000,Ibaan,Mun,3169,3409,1800,75,1573,2214,91,452,1451,1046,2356,3178,194,1399,1884,2000,4366,3051,385,936,842,408,768,1976,2705,1019,2842,3198,3356,1335,927,1420,2064,2424,2912,182,1075
401011000,401000000,400000000,Laurel,Mun,2526,3600,1587,89,95,4135,155,241,1411,1595,97,5311,102,704,4662,320,5199,5556,96,1133,1450,846,30,1962,3310,123,1898,2846,3347,2424,422,46,1208,4278,4025,102,1457
401012000,401000000,400000000,Lemery,Mun,9318,18074,8496,171,12,18297,207,388,10245,7173,71,22638,147,1555,15321,1838,19607,22693,122,4492,5838,3861,221,11868,11790,261,7371,14131,13503,13771,3182,223,6700,18061,20441,102,7825
401013000,401000000,400000000,Lian,Mun,5095,8548,4287,238,22,8582,297,159,3433,3333,11,11446,90,1153,7976,466,10224,10007,53,1903,3432,1494,25,3874,7795,204,3146,5387,6771,4887,1095,150,3178,8513,8806,131,4077
401015000,401000000,400000000,Lobo,Mun,6241,6062,4192,133,12,5816,193,134,1752,3396,17,8756,91,1016,6319,410,7603,8677,59,3344,3177,1608,6,2401,7134,90,3238,3957,8175,3149,1316,59,3274,6068,7106,110,3102
401016000,401000000,400000000,Mabini,Mun,4053,5806,3764,155,9,4950,173,113,2558,3002,61,7249,197,829,4325,743,5671,6660,31,1189,1944,850,12,2172,5722,126,2367,3950,4556,2866,1195,76,1374,5072,5928,41,2738
401017000,401000000,400000000,Malvar,Mun,4892,6947,4732,308,212,6629,325,152,2497,3123,374,9597,432,933,5883,634,8240,9285,420,1704,1759,1166,98,2880,6493,657,3173,4561,5279,4396,1029,405,4008,6528,8840,328,3565
401018000,401000000,400000000,Mataasnakahoy,Mun,2888,4637,2724,151,120,4161,86,132,1823,1888,180,6193,60,734,4315,285,5535,5763,211,999,1134,663,67,2016,4430,142,2053,3016,3435,2654,430,89,1842,4877,4989,87,2288
401019000,401000000,400000000,Nasugbu,Mun,5460,7836,3655,256,13,7691,147,175,3482,3027,11,9660,61,767,6082,489,8891,8075,51,1782,2695,1180,75,3603,6307,205,2604,5177,5727,4710,1050,100,2342,7391,7237,157,3554
401020000,401000000,400000000,Padre Garcia,Mun,1614,2316,1770,40,4,2402,69,46,762,1125,2,3509,32,274,2665,113,2939,3430,9,593,591,415,7,792,2733,34,1019,1501,3752,1391,318,31,1002,2606,2738,26,1170
401021000,401000000,400000000,Rosario,Mun,4374,6186,4022,201,114,6077,131,180,1799,2757,10,9083,63,642,6172,261,7688,8477,94,1333,1646,945,39,2303,6998,82,2766,3542,8782,3312,732,74,2552,6952,7507,76,3136
401022000,401000000,400000000,San Jose,Mun,4704,7143,5277,212,11,6644,208,105,2206,3167,126,9693,198,690,6634,425,8387,9084,52,1445,1844,1145,129,2374,7887,249,2930,4285,8948,4145,956,101,2360,7377,7750,83,3449
401023000,401000000,400000000,San Juan,Mun,8480,9573,8576,289,14,9018,256,197,2478,6702,14,13467,110,1365,9335,520,11031,13410,67,3473,4427,2261,29,3262,12664,236,7472,5276,19105,5059,2724,164,5277,10010,11573,185,6693
401024000,401000000,400000000,San Luis,Mun,3425,4365,3094,139,13,4172,66,74,1754,2726,4,5754,33,592,3199,334,4890,5715,16,1325,1476,979,3,2014,4739,92,2329,3147,4673,2291,1000,64,1740,3899,5486,26,2241
401025000,401000000,400000000,San Nicolas,Mun,2047,2510,1901,76,32,2414,55,61,884,1369,3,3617,30,291,2185,213,2961,3543,24,952,765,758,14,902,2614,66,1533,1722,2807,1310,634,36,1065,2626,3013,34,1305
401026000,401000000,400000000,San Pascual,Mun,3639,6153,3969,160,19,6091,171,84,1940,2581,72,7837,74,888,4761,386,6523,6972,53,1167,1810,797,30,2410,6079,171,2149,3821,5187,3250,785,115,1632,5871,7421,65,2584
401027000,401000000,400000000,Santa Teresita,Mun,1780,2358,1850,89,8,2230,106,27,771,1253,12,3134,28,307,1712,264,2475,3037,14,737,850,519,11,827,2357,134,1416,1491,2517,1299,498,103,1170,2258,2500,40,1285
401029000,401000000,400000000,Taal,Mun,7036,9682,5889,410,64,7959,400,254,3659,4617,257,11707,497,1060,6495,1118,9813,11653,461,2436,2977,1884,347,4106,8069,590,4524,6308,7432,5329,1861,537,3870,8090,9590,508,4293
401030000,401000000,400000000,Talisay,Mun,4817,6927,4133,173,69,6986,161,327,2668,2847,175,9344,77,983,6100,568,8055,9047,184,1661,1902,1283,133,3060,5982,369,3054,4671,4985,4126,1301,337,2220,6659,6686,339,2730
401032000,401000000,400000000,Taysan,Mun,1175,1450,1215,27,3,1439,40,12,468,890,2,2200,10,155,1231,83,1724,1950,6,337,520,266,2,495,1707,22,677,913,1772,674,237,18,576,1522,1713,7,930
401033000,401000000,400000000,Tingloy,Mun,2582,2707,2064,88,10,2310,104,83,673,2265,7,3760,40,558,2010,254,2901,3772,34,1024,2061,788,3,1021,3165,83,1627,1704,3626,1161,531,74,1324,2310,3301,40,1557
401034000,401000000,400000000,Tuy,Mun,5225,7991,4174,140,10,7440,160,199,3066,3826,12,10476,60,708,6702,575,9119,10733,36,2207,3322,1642,13,3552,6980,117,3294,5227,7347,4672,1254,58,3464,7467,7922,187,3681
1401101000,1401100000,1400000000,Atok,Mun,3188,1919,2549,208,31,1314,132,413,706,1648,43,2106,46,267,1363,460,2171,2875,100,2251,1178,1268,24,1484,2377,224,2024,1758,1694,1035,1276,306,1181,1236,2922,94,1340
1401103000,1401100000,1400000000,Bakun,Mun,2382,1629,1571,221,69,940,184,367,568,1384,62,1696,68,245,1451,484,1769,2177,170,1760,1327,926,18,1095,1793,194,1833,1476,1264,697,1405,77,737,1066,2070,120,918
1401104000,1401100000,1400000000,Bokod,Mun,2832,1956,2379,149,26,1388,41,333,927,1660,44,1957,49,309,1266,371,1747,1710,100,2002,1107,804,22,1050,2099,179,2177,1335,1394,1052,2100,49,865,1635,1977,149,1200
1401105000,1401100000,1400000000,Buguias,Mun,9276,4528,4576,502,108,3172,387,920,1680,3760,140,6052,205,672,4245,869,5316,7182,242,4662,3124,2455,48,3594,5353,863,4547,5277,3496,2589,3134,187,2217,3098,6719,279,2224
1430300000,1430300000,1400000000,City of Baguio,City,31062,35646,32851,2925,345,30320,1382,1813,14872,22299,361,45438,784,4456,29752,4369,42746,43036,1526,13212,10026,7390,457,16102,42745,4394,19055,25821,25969,22505,10511,1521,15043,30656,40386,793,22219
1401106000,1401100000,1400000000,Itogon,Mun,8179,6916,6626,490,94,6364,205,593,3007,5188,127,9676,230,741,6528,922,9443,9924,236,4641,3033,2527,72,3975,8423,552,4877,5431,5135,4469,2536,217,3723,6416,8466,176,4135
1401107000,1401100000,1400000000,Kabayan,Mun,2942,1241,2300,175,34,696,87,309,288,1635,52,1279,38,166,807,354,1420,1473,63,1717,1096,860,12,769,1624,205,1845,902,1256,595,1964,39,879,737,2574,92,994
1401108000,1401100000,1400000000,Kapangan,Mun,3097,1724,2668,124,26,1218,143,304,606,1798,24,2205,52,194,1629,361,2414,2735,68,2133,1096,907,30,1169,2322,411,2321,1653,1599,1033,1519,46,1077,1732,2577,131,1402
1401109000,1401100000,1400000000,Kibungan,Mun,2494,1281,2155,192,59,787,100,323,483,1432,76,1407,75,242,1029,453,1577,1743,131,2273,900,1009,46,1054,1563,170,1658,1431,1110,608,1288,49,897,683,2071,44,1016
1401110000,1401100000,1400000000,La Trinidad,Mun,10244,9376,9715,743,158,8000,402,807,3719,6538,99,12018,268,1004,7609,1302,11690,11991,309,5577,3127,2631,102,4972,12300,1289,6911,6904,6962,5359,3536,325,3930,7773,11242,184,5701
1401111000,1401100000,1400000000,Mankayan,Mun,6231,4109,4217,448,98,3154,343,933,2249,3639,196,5462,197,809,3647,874,4866,6100,264,3816,2658,2169,72,2852,5133,501,4121,3915,3158,2138,3256,94,2250,2833,4643,244,2334
1401112000,1401100000,1400000000,Sablan,Mun,1732,1025,1281,85,17,853,72,211,418,873,67,1480,38,219,1118,224,1587,1798,43,1020,766,588,9,721,1501,106,1331,1031,877,592,887,16,657,850,1588,46,794
1401113000,1401100000,1400000000,Tuba,Mun,6459,5623,4845,377,120,5270,340,785,2719,3878,122,7349,181,753,5950,804,7464,8340,250,3598,2411,1830,91,3311,7157,590,4225,4589,4077,3911,2045,169,2370,4990,6506,189,3241
1401114000,1401100000,1400000000,Tublay,Mun,3318,2190,2872,140,23,1189,141,302,768,2105,98,2420,54,235,1267,748,2675,2696,135,1792,1090,885,39,1210,3016,184,2182,1414,2011,796,1107,58,1361,1131,2909,57,1687
807801000,807800000,800000000,Almeria,Mun,2484,2184,2260,80,18,1860,78,268,671,1792,8,2860,34,636,1882,428,2549,3406,56,1344,2005,958,10,1408,2668,44,2185,1759,2813,1688,967,88,1880,1548,3744,142,2265
807802000,807800000,800000000,Biliran,Mun,2265,2217,1612,56,9,2133,44,172,1049,1444,2,3647,29,733,3114,126,3063,3421,27,704,2023,776,8,1359,4527,39,2069,1727,2405,1574,690,45,2075,2387,3111,84,1718
807803000,807800000,800000000,Cabucgayan,Mun,2527,2589,2003,96,19,1952,84,134,926,1711,21,3342,24,914,1955,551,2891,3876,44,1400,2550,1032,12,1149,2818,46,2170,1486,2784,1478,1103,51,2051,1763,3797,94,1893
807804000,807800000,800000000,Caibiran,Mun,2541,3068,1911,82,26,2387,110,216,1488,3195,12,3867,79,895,2321,250,3781,4451,45,1307,2254,1017,16,1965,3206,53,2122,2200,2684,2281,691,52,1967,3097,4467,166,2026
807805000,807800000,800000000,Culaba,Mun,1284,2013,1049,40,17,1281,73,124,935,1122,12,1559,37,589,1755,265,3478,2922,27,875,1821,735,16,1304,1520,36,1098,1332,1656,1417,497,51,1220,1635,2989,125,1152
807806000,807800000,800000000,Kawayan,Mun,2103,2169,1735,83,24,1759,95,159,788,1539,17,2984,28,1091,1873,1762,2552,3302,54,2249,2693,1106,9,1302,2434,45,2157,1534,2510,1386,922,62,1968,1783,2958,183,2073
807807000,807800000,800000000,Maripipi,Mun,945,1339,1502,32,15,927,48,90,518,812,6,1324,12,255,858,370,1352,1384,32,714,910,588,10,725,834,24,838,838,1126,814,453,25,850,671,1381,48,817
807808000,807800000,800000000,Naval,Mun,6352,7326,5949,363,60,5867,252,586,3013,4693,44,8926,120,1664,5868,1402,7938,10056,115,3631,5281,2560,61,4475,7214,250,5300,5914,6950,5466,2304,287,5141,5464,10031,293,5643
701201000,701200000,700000000,Alburquerque,Mun,1716,1535,1446,76,18,1078,71,188,433,1449,9,1640,38,245,887,196,1404,1971,28,1035,3028,791,7,1168,1442,78,1801,1262,1260,1687,542,35,602,942,1689,30,1539
701202000,701200000,700000000,Alicia,Mun,198,198,149,10,1,80,10,13,93,131,2,178,4,46,97,46,153,231,10,128,331,58,1,180,156,4,191,194,121,149,56,0,84,101,231,6,145
701203000,701200000,700000000,Anda,Mun,2591,2306,2325,89,26,1584,103,263,663,2249,20,2095,48,422,1363,719,2210,2607,150,2068,4615,1245,91,1666,2100,127,2722,1784,2402,1793,1376,36,1420,1521,2387,73,2218
701204000,701200000,700000000,Antequera,Mun,3503,1493,3410,100,34,792,70,253,302,3381,14,1770,33,227,719,1691,1233,1876,32,2723,4871,2218,8,866,1858,67,3886,1243,3058,1294,2160,35,2342,69,1629,43,3250
701205000,701200000,700000000,Baclayon,Mun,2693,2673,2453,75,17,2479,106,203,540,2402,10,2796,33,288,1185,440,1886,3101,32,144,5207,951,9,1426,2556,68,3053,1586,2202,3747,1085,47,1140,1455,2689,35,2744
701206000,701200000,700000000,Balilihan,Mun,1693,703,1663,29,7,374,23,150,152,1614,7,794,7,97,350,761,607,845,10,1312,2657,1088,2,355,945,16,2078,461,1417,668,1170,6,1156,359,750,7,1555
701207000,701200000,700000000,Batuan,Mun,772,493,623,67,33,317,39,118,163,510,8,647,14,135,251,184,413,652,18,538,1221,381,3,378,572,19,915,464,523,529,271,15,276,201,671,17,587
701248000,701200000,700000000,Bien Unido,Mun,2786,3147,2389,61,16,1405,75,274,1724,2375,40,3235,86,365,643,1271,2883,3994,144,2038,4466,1714,26,3521,1995,107,3432,2981,2637,2805,1678,10,1826,1989,3727,31,3099
701208000,701200000,700000000,Bilar,Mun,2584,1934,2396,114,35,1097,103,309,539,2122,19,1927,43,333,1087,599,1767,2426,88,1625,4512,1175,9,1128,2233,74,2766,1488,2175,2363,1103,27,1429,1118,2104,36,2193
701209000,701200000,700000000,Buenavista,Mun,4753,1482,4366,279,42,699,57,207,319,4220,40,1489,32,313,798,2683,1219,1756,68,4318,6466,3321,41,869,1720,161,5214,1257,4664,1020,3446,86,3800,600,1699,76,4292
701210000,701200000,700000000,Calape,Mun,6024,3727,4491,201,45,2179,184,523,795,3835,23,4089,41,701,1757,806,3034,5460,109,2903,8788,1823,10,2028,4652,176,6214,5640,4202,4023,1605,71,2334,1653,5164,54,5302
701211000,701200000,700000000,Candijay,Mun,4842,3871,3914,216,49,2458,195,539,1177,3695,34,4048,78,686,2474,948,3424,4494,95,3514,8513,1802,67,2779,4276,148,5380,3419,4262,3344,1737,54,2305,2173,5227,48,4139
701212000,701200000,700000000,Carmen,Mun,6831,4506,4713,315,105,2327,265,948,726,5243,83,4286,131,968,2272,727,3590,6197,197,3778,12585,1798,52,2981,5337,166,7480,3397,4969,5128,1960,92,2524,1900,7931,140,5005
701213000,701200000,700000000,Catigbian,Mun,3804,2960,3100,189,59,1444,93,451,403,4053,35,2599,40,435,1151,918,2070,3214,62,2398,5837,1761,22,1560,3503,80,4378,2166,2647,1858,1215,30,1890,1060,2789,59,2980
701242000,701200000,700000000,City of Tagbilaran,City,15476,15985,13116,1231,166,9007,472,958,3810,12719,72,16386,207,1688,8971,1941,12986,15761,248,6348,22836,4363,132,8311,14697,1143,12880,10906,10991,14788,3847,676,5051,8778,15522,177,12355
701214000,701200000,700000000,Clarin,Mun,4298,2490,3976,145,43,1545,154,437,701,3760,37,2677,40,560,1395,1537,2130,3159,60,3273,6081,2147,21,1468,3205,78,4956,2155,3901,2023,2249,31,2778,1280,3174,61,3994
701215000,701200000,700000000,Corella,Mun,1633,1321,1493,88,17,865,55,159,265,1755,11,1578,24,172,758,402,1179,1689,24,947,2926,652,5,939,1560,76,1734,1067,1229,1522,593,40,676,846,1384,29,1616
701216000,701200000,700000000,Cortes,Mun,3105,2453,2680,155,40,1505,103,321,715,2542,42,2806,41,442,1560,319,2197,3260,53,1810,5189,1077,18,1498,3068,109,3611,2012,2419,2565,959,82,1365,1480,3192,51,2695
701217000,701200000,700000000,Dagohoy,Mun,4054,1617,3694,107,25,753,99,326,240,3450,16,1737,29,307,768,2297,1367,1994,51,3414,5500,2646,17,815,1969,62,4513,1323,3847,1755,2808,38,3098,773,2293,42,3721
701218000,701200000,700000000,Danao,Mun,3650,1295,3382,181,44,772,55,268,288,3151,98,1441,42,269,553,1815,1139,1552,112,3006,4744,2507,15,742,1507,56,3939,1163,3091,943,2480,16,2548,540,1547,13,3214
701219000,701200000,700000000,Dauis,Mun,5961,5246,5054,250,62,3372,247,592,1443,4693,34,5377,98,938,2658,623,4097,6697,118,2911,9755,1901,66,3167,6192,189,5817,3817,4638,5235,1918,119,2587,2780,5825,86,5025
701220000,701200000,700000000,Dimiao,Mun,1428,1338,1192,64,59,850,37,116,486,1174,6,1416,14,201,794,301,1211,1623,70,987,2538,648,7,809,1413,45,1407,1049,1160,1246,512,59,750,874,1314,20,1354
701221000,701200000,700000000,Duero,Mun,3169,2509,2664,110,23,1800,131,292,732,2577,15,2756,146,572,1610,1012,2187,2817,34,2372,5710,1664,22,1862,2659,75,3453,2133,2982,2565,1629,117,1950,1874,2464,104,2967
701222000,701200000,700000000,Garcia Hernandez,Mun,3905,3126,3315,141,40,2379,137,372,841,3368,38,3187,81,552,2381,1396,3113,4108,66,2506,6831,2140,23,2227,3379,88,4015,2487,3171,2640,1716,35,2105,2277,2965,93,3361
701226000,701200000,700000000,Getafe,Mun,1063,506,1106,36,3,316,12,71,111,913,0,609,12,127,390,576,496,660,7,708,1633,771,7,274,659,16,1370,440,1209,447,904,11,954,310,651,8,1079
701223000,701200000,700000000,Guindulman,Mun,5042,4754,3690,169,45,3096,158,487,2346,3651,23,4656,103,603,2204,1132,3905,5088,90,3442,8224,1957,22,3341,4160,97,5143,3911,4032,3642,1788,33,1694,2448,5177,62,3977
701224000,701200000,700000000,Inabanga,Mun,7452,3033,6910,297,69,1625,141,338,863,6476,279,3242,100,638,1669,4106,3766,3891,197,6125,9589,4976,191,1853,3674,259,7881,4345,6964,4069,5126,120,5475,1713,3553,159,9787
