adm3_psgc,adm2_psgc,adm1_psgc,adm3_en,geo_level,alcantara_samson,angara_sonny,aquino_bam,belgica_greco,binay_nancy,casino_teddy,cayetano_alanpeter,cojuangco_tingting,david_lito,delosreyes_jc,ejercito_jv,enrile_juanponce_jr,escudero_chiz,falcone_bal,gordon_dick,hagedorn_ed,honasan_gringo,hontiveros_risa,legarda_loren,llasos_marwil,maceda_manong_ernie,madrigal_jamby,magsaysay_mitos,magsaysay_ramon_jr,montano_mon,penson_ricardo,pimentel_koko,poe_grace,seneres_christian,trillanes_antonio_iv,villanueva_eddie,villar_cynthia,zubiri_migz
506202000,506200000,500000000,Barcelona,Mun,123,1178,1061,118,1110,398,1186,256,122,76,880,546,1852,52,664,429,1143,683,1380,88,187,501,349,711,38,63,975,1380,31,1025,341,892,569
506203000,506200000,500000000,Bulan,Mun,1926,13545,14740,849,18278,5397,15280,1715,626,748,12599,9175,24553,619,7240,4611,26892,8893,19637,500,3173,6949,4747,8542,740,839,12443,21152,494,13627,5211,13148,9455
506204000,506200000,500000000,Bulusan,Mun,98,1568,1603,85,1762,584,1581,191,70,65,1413,890,2916,47,810,520,1897,1097,2018,51,225,673,475,1009,67,104,1389,2059,57,1392,721,1886,874
506205000,506200000,500000000,Casiguran,Mun,235,3403,6680,235,3877,1072,4524,341,264,178,2499,1828,11720,179,2216,1316,3925,2623,5807,125,532,1628,876,2113,218,377,2805,9308,135,3976,1302,3212,1625
506206000,506200000,500000000,Castilla,Mun,952,7257,5836,708,6171,1051,7263,828,459,353,3628,2940,17245,527,3483,2706,6350,3609,7547,386,1138,3139,1989,3805,512,519,4640,8551,318,5345,2296,4478,2979
506216000,506200000,500000000,City of Sorsogon,City,868,16629,14513,1386,19304,7757,17821,2753,798,865,12417,8991,36009,623,13434,7037,20371,11422,20076,680,3537,7021,4336,9830,670,1224,13545,24143,565,18043,6375,14639,8640
506207000,506200000,500000000,Donsol,Mun,538,1695,1877,160,2065,407,2281,252,143,78,1093,982,3395,90,1298,494,1778,997,2033,91,268,916,537,1134,150,111,1416,2386,69,1469,557,1715,865
506208000,506200000,500000000,Gubat,Mun,515,9475,8662,629,9360,3555,10847,837,417,447,7991,4914,19621,359,5347,3493,9857,6132,11912,341,1368,4137,2535,6453,404,571,7736,13530,324,8968,2774,7240,4597
506209000,506200000,500000000,Irosin,Mun,580,7128,7346,638,9162,3059,8410,923,491,534,6582,4518,13342,464,5308,2920,10578,7008,9860,440,1232,3585,2473,4735,463,778,6322,11354,398,7003,2982,6337,5346
506210000,506200000,500000000,Juban,Mun,247,3237,4228,218,4386,1661,5111,424,165,202,2762,1994,7831,137,2459,1394,4248,2243,4682,143,796,1566,1375,2054,179,208,2574,5898,110,3054,1743,3727,2037
506211000,506200000,500000000,Magallanes,Mun,113,1297,1306,89,1112,517,1473,120,56,57,843,571,2919,56,775,564,1573,843,1752,55,176,632,355,865,59,65,1052,1859,52,1507,512,1053,599
506212000,506200000,500000000,Matnog,Mun,246,3425,3771,246,5099,1297,3755,419,249,216,3981,2133,6820,179,2244,1647,5168,2481,5043,150,655,2172,1268,2273,260,291,3032,5859,214,3580,1380,3655,2090
506213000,506200000,500000000,Pilar,Mun,520,5407,4458,410,5964,1271,5590,664,229,473,3121,2605,10973,263,3302,1495,5078,2937,5602,346,729,2471,1417,3000,303,380,3555,6449,216,4260,1582,3732,2206
506214000,506200000,500000000,Prieto Diaz,Mun,105,1736,1894,114,1932,452,1876,176,80,75,1236,972,3562,115,1092,688,2046,1229,2024,64,205,800,384,996,79,102,1441,2416,46,1870,578,1330,943
506215000,506200000,500000000,Santa Magdalena,Mun,244,2826,2594,179,2673,749,3145,346,169,141,2280,1343,4803,126,1364,973,3518,2118,3671,113,455,1581,889,1936,205,215,2552,3597,97,3102,830,2074,1569
1206302000,1206300000,1200000000,Banga,Mun,401,6536,6682,375,7343,2595,8910,926,314,382,7420,4558,7339,238,4862,1735,6050,5561,8968,289,1342,3538,2195,5036,979,360,7494,9228,234,9157,2024,6247,5444
1230800000,1230800000,1200000000,City of General Santos,City,5417,86146,89203,5180,86032,17549,87475,21601,4667,4428,90346,65026,88246,3072,57114,29933,76666,69847,98878,2411,22577,38721,33801,60547,4218,4007,87438,109907,2983,100185,29435,79811,63952
1206306000,1206300000,1200000000,City of Koronadal,City,960,21720,19373,956,17283,6935,24736,2326,713,802,19595,13683,21890,577,13981,6402,16714,15827,22728,582,3331,9625,5702,14560,1031,1011,21078,26600,700,24983,6316,16141,15720
1206319000,1206300000,1200000000,Lake Sebu,Mun,892,6231,6930,880,9715,1741,8128,1478,983,848,6408,4913,5818,814,5370,1806,5532,5425,8458,451,1958,3438,3437,4766,1722,1109,6561,8740,572,6747,3507,6309,6484
1206311000,1206300000,1200000000,Norala,Mun,494,8253,8163,355,9185,1892,10842,1414,337,305,10020,5670,9216,282,5778,2275,7587,7412,10074,192,1704,3784,2747,6271,474,459,9319,11275,251,11333,2122,7600,6477
1206312000,1206300000,1200000000,Polomolok,Mun,1071,20950,24943,963,21884,5260,27483,4256,1070,1110,22488,15858,25064,1255,13198,6870,20590,19206,28776,591,4133,10782,7531,17255,1147,907,25309,29463,633,29850,7423,21488,21042
1206318000,1206300000,1200000000,Santo Ni?,Mun,373,5383,4943,284,5792,1366,6831,815,266,268,5892,3914,5505,186,3709,1543,5124,3870,6033,149,1218,2518,1814,3792,405,271,6020,6708,205,6873,1718,3979,4505
1206313000,1206300000,1200000000,Surallah,Mun,582,9789,10004,570,10172,2868,12932,1662,522,418,10610,7257,10909,336,7549,2693,9979,9122,12480,223,1787,5091,3074,7524,643,454,10604,13000,287,12723,3192,8391,7994
1206314000,1206300000,1200000000,Tampakan,Mun,329,4938,4226,220,5429,1157,5750,815,241,207,5182,3444,5508,208,2987,1369,4507,3486,5881,130,970,2254,1651,3120,284,245,4854,6473,157,5448,1604,3948,3775
1206315000,1206300000,1200000000,Tantangan,Mun,387,6851,6256,302,7778,2218,8368,1225,324,357,8294,5088,6676,223,4643,1700,6689,4320,8229,135,1336,2905,2190,4403,331,337,6772,9381,223,9421,2463,5834,5539
1206316000,1206300000,1200000000,T'Boli,Mun,1528,8750,8938,1090,13495,2137,10355,1513,1407,1434,8493,6733,8081,1241,7326,2735,7937,5577,12455,747,2011,4789,4312,6167,2026,1329,8450,13251,797,8600,3830,8328,7603
1206317000,1206300000,1200000000,Tupi,Mun,693,8136,8388,474,8072,1583,9554,1194,430,420,8512,7426,8299,497,4451,1901,7122,6055,10502,392,1556,3940,2752,5556,711,659,8876,10915,247,9987,2910,7160,6462
806401000,806400000,800000000,Anahawan,Mun,77,1051,1432,81,1476,200,1630,179,65,73,850,904,1534,54,861,402,792,789,1506,25,154,627,464,1025,85,75,1298,1467,42,1016,398,1304,1171
806402000,806400000,800000000,Bontoc,Mun,483,4340,6270,334,5276,718,5731,655,396,415,3092,3654,5269,392,3251,1180,3032,3193,5482,243,676,2213,1791,3720,320,333,5003,5625,276,3774,1109,4813,3633
806407000,806400000,800000000,City of Maasin,City,1398,17406,25704,1114,17898,2380,22362,2364,1092,1148,12069,13006,22189,789,12458,3811,8817,13410,21542,680,2762,10475,6118,16605,954,901,21305,19874,701,16466,3103,18688,14330
806403000,806400000,800000000,Hinunangan,Mun,367,3789,4345,260,3719,609,4770,565,255,248,2059,2808,4295,216,2585,1057,2312,2850,4820,124,484,2142,1515,3447,281,236,3789,5129,161,3030,1469,3916,3069
806404000,806400000,800000000,Hinundayan,Mun,145,1584,1918,109,2247,322,2285,279,99,91,1176,1074,2263,82,1293,646,1410,1263,2079,52,281,869,1005,1506,98,99,1572,2188,60,1448,462,1844,1614
806405000,806400000,800000000,Libagon,Mun,128,1468,2051,97,1464,228,1865,159,58,88,825,1027,1811,84,934,432,747,1863,1846,46,227,821,532,1367,94,78,1411,1919,60,1221,416,1570,1173
806406000,806400000,800000000,Liloan,Mun,56,790,860,54,1067,109,957,166,61,56,717,583,1072,31,577,272,540,488,947,23,195,376,432,574,41,34,755,1007,25,561,180,927,786
806419000,806400000,800000000,Limasawa,Mun,70,831,1741,52,1338,101,1454,117,50,51,989,1036,1498,36,914,200,392,619,1400,27,99,573,286,860,61,43,1320,1143,21,984,189,1241,1412
806408000,806400000,800000000,Macrohon,Mun,349,3808,6262,238,4803,527,5395,458,319,318,2943,2257,5303,202,2678,1015,2495,2980,5209,178,458,2008,2287,3942,194,197,4903,5991,188,3264,880,4303,3570
806409000,806400000,800000000,Malitbog,Mun,330,3015,3584,246,3196,464,3281,516,336,359,1905,2227,3456,269,1811,915,2152,1993,3539,218,520,1398,1535,2649,245,235,3359,3778,273,2165,850,3902,3239
806410000,806400000,800000000,Padre Burgos,Mun,162,1591,2256,112,2188,216,2194,231,165,187,1573,1400,2137,139,1166,468,1404,1157,2199,115,209,738,746,1316,97,103,1883,2149,143,1576,485,1690,1472
806411000,806400000,800000000,Pintuyan,Mun,38,409,568,38,702,85,623,51,57,62,396,370,609,44,347,149,357,362,576,23,70,240,244,402,29,34,571,653,36,409,192,614,463
806412000,806400000,800000000,Saint Bernard,Mun,390,3512,4767,324,5557,640,4932,635,294,265,2900,3155,4555,188,3456,1275,2921,2789,4793,155,653,1930,1436,3349,281,255,3966,4895,170,3281,1337,3837,3162
806413000,806400000,800000000,San Francisco,Mun,158,1442,2028,80,2058,202,1999,227,154,149,1205,1311,1966,111,1260,352,1054,1028,2055,96,285,860,661,1306,90,88,1765,1925,99,1400,611,1915,1540
806414000,806400000,800000000,San Juan,Mun,72,805,918,72,1099,160,1085,125,65,51,526,676,981,76,604,254,740,662,1020,41,137,398,407,736,88,46,913,1128,45,697,250,875,783
806415000,806400000,800000000,San Ricardo,Mun,102,1105,1198,57,1406,202,1395,114,82,85,733,782,1330,76,694,337,625,873,1561,72,213,575,550,957,119,120,1188,1696,49,807,371,1443,1012
806416000,806400000,800000000,Silago,Mun,171,1594,2106,135,1733,305,2124,307,183,162,1102,1189,1921,177,1169,576,1353,1146,2197,105,317,960,860,1603,158,126,1785,2177,121,1480,819,1692,1352
806417000,806400000,800000000,Sogod,Mun,293,3883,5510,270,3463,625,4424,597,287,367,2167,2799,4463,284,2763,1134,2629,2786,4354,150,687,2415,1346,3847,257,352,4012,4817,198,2979,1062,3679,2667
806418000,806400000,800000000,Tomas Oppus,Mun,189,1944,4144,189,3428,411,3600,266,133,132,2190,2595,3575,200,2387,501,1198,1397,3537,81,310,912,767,1731,125,136,3222,2534,98,2553,568,3217,2560
1206501000,1206500000,1200000000,Bagumbayan,Mun,332,3347,2831,244,3685,422,3631,550,217,268,3152,2116,3183,255,1698,885,2988,1918,3964,133,615,1713,1218,2333,352,280,3569,3795,267,3656,913,3136,2297
1206511000,1206500000,1200000000,City of Tacurong,City,341,9182,7445,300,6574,1607,9306,1242,226,347,8178,5224,9295,182,4485,2580,7078,6006,8497,145,1833,4181,1892,5659,314,403,8407,10084,608,9560,1961,6450,5191
1206502000,1206500000,1200000000,Columbio,Mun,357,3508,4477,269,5241,1147,3981,1387,536,588,3505,3099,3506,248,2111,811,4278,2411,4335,502,708,1498,1618,2208,552,287,3698,5123,746,4373,1052,3729,3509
1206503000,1206500000,1200000000,Esperanza,Mun,287,5208,4777,209,5559,687,5884,1082,181,165,5814,4451,5079,146,3639,2073,5902,2931,5382,128,821,1793,1599,3169,281,241,4943,6819,171,6397,1210,4100,3760
1206504000,1206500000,1200000000,Isulan,Mun,168,4447,4158,183,3896,619,4675,691,113,106,3451,2480,4422,93,2098,1025,3300,3231,4227,88,590,1552,1681,2363,179,245,4454,4405,190,4907,878,3273,3227
1206505000,1206500000,1200000000,Kalamansig,Mun,151,1736,1489,91,1721,184,1756,454,112,99,1514,1188,1829,78,870,761,1832,853,2205,55,297,848,479,980,248,112,1536,2166,62,1567,345,1700,1047
1206508000,1206500000,1200000000,Lambayong,Mun,212,3495,3245,166,4637,580,3855,806,111,108,3913,4232,3178,113,2358,971,3593,1707,4016,76,792,1177,976,1610,187,151,3177,4905,154,5071,846,2305,2142
1206506000,1206500000,1200000000,Lebak,Mun,548,5684,5037,273,6161,670,5628,1473,362,1000,5557,3902,5776,242,3132,3293,7662,3590,7476,171,1020,2668,1761,3498,715,414,5316,6792,257,6161,1283,6777,3016
1206507000,1206500000,1200000000,Lutayan,Mun,491,4947,16096,285,14649,1189,5826,13539,373,237,12007,13025,11850,265,11750,1279,5536,11908,5086,86,1389,1528,1550,2310,313,326,14630,8798,151,5780,1429,3359,4904
1206510000,1206500000,1200000000,President Quirino,Mun,323,6213,4969,248,6376,715,6887,1018,191,211,6143,4924,6274,264,3353,2309,5832,3463,5878,104,1118,2581,1421,3470,266,239,5865,8325,158,7159,1602,4804,3590
1206512000,1206500000,1200000000,Sen. Ninoy Aquino,Mun,43,449,545,23,449,33,489,81,27,35,418,267,409,14,181,77,306,289,552,9,55,260,130,366,69,23,455,492,22,435,77,490,214
1906606000,1906600000,1900000000,Hadji Panglima Tahil,Mun,5,2396,2388,11,384,19,2372,36,5,3,802,782,2286,7,71,59,85,2297,2296,8,20,1488,47,1561,746,3,2362,1669,2,1558,61,2236,560
1906602000,1906600000,1900000000,Jolo,Mun,776,6632,7314,620,11346,1559,7156,6236,698,799,6479,5265,6986,573,5512,5025,4882,3978,8246,412,1759,2973,2842,4534,1007,835,6810,11961,381,5031,1671,5303,6479
1906605000,1906600000,1900000000,Maimbung,Mun,545,9484,12035,869,5880,603,8484,1695,372,534,9138,8860,7853,387,1597,8815,1408,7183,9632,224,865,2169,1394,2453,7079,328,2072,9268,272,1034,836,8905,2711
1906607000,1906600000,1900000000,Old Panamao,Mun,180,525,943,92,1574,104,574,1159,72,108,432,475,727,105,371,510,299,209,1210,57,124,237,250,264,119,54,318,1094,47,368,117,401,477
1906619000,1906600000,1900000000,Omar,Mun,160,328,687,100,1046,109,335,555,84,104,271,269,385,58,334,239,280,161,564,36,140,234,207,229,117,51,240,566,39,207,90,253,307
1906618000,1906600000,1900000000,Pandami,Mun,153,1318,2149,181,1883,233,1107,3140,82,181,748,695,1146,315,658,786,822,918,1816,105,228,744,702,644,463,345,527,2490,108,826,211,698,1125
1906616000,1906600000,1900000000,Panglima Estino,Mun,63,69,521,16,1128,42,138,887,26,22,509,344,137,19,422,453,149,45,187,19,61,68,89,95,52,32,810,214,17,218,24,82,433
1906610000,1906600000,1900000000,Pata,Mun,3,126,126,2,117,3,5,2,0,1,115,101,113,2,8,115,7,4,122,1,1,10,4,110,107,1,25,124,3,9,2,116,8
1906611000,1906600000,1900000000,Patikul,Mun,209,1245,3419,181,4377,446,1287,2394,167,172,1799,2055,1147,184,913,1764,654,861,1575,50,249,518,443,633,1373,198,1946,2365,106,837,380,1424,2695
1906612000,1906600000,1900000000,Siasi,Mun,72,329,404,58,494,56,365,214,36,50,271,280,189,51,244,188,244,207,284,23,74,129,225,244,194,47,165,530,19,157,87,161,309
1906613000,1906600000,1900000000,Talipao,Mun,23,172,2375,30,2526,49,194,2246,25,32,2238,2112,642,63,278,1953,159,929,1379,19,100,120,535,223,2032,31,154,728,19,350,56,1059,2506
1906614000,1906600000,1900000000,Tapul,Mun,94,1051,2400,110,3492,132,1081,1175,60,68,304,404,1869,30,339,145,321,595,1781,12,72,445,185,824,52,24,716,1079,15,676,123,1873,1530
1906615000,1906600000,1900000000,Tongkil,Mun,54,1073,347,75,3035,147,2142,2123,118,38,376,1893,1858,200,1644,194,1660,744,523,21,1051,238,272,1607,73,1750,1879,790,60,517,125,2312,364
1606701000,1606700000,1600000000,Alegria,Mun,302,2376,2845,243,2985,1421,2961,455,238,251,1885,1953,2979,150,1645,644,2124,1482,3133,142,396,1223,918,1696,260,219,3056,3484,112,2329,1149,2692,2601
1606702000,1606700000,1600000000,Bacuag,Mun,343,2316,2369,252,2905,1010,2799,394,284,216,1813,2001,2139,172,1729,630,1820,1356,2538,165,432,1146,1029,1581,298,219,2747,3193,127,1797,1126,2157,2204
1606704000,1606700000,1600000000,Burgos,Mun,5,13,15,1,16,7,18,0,1,4,12,10,15,2,10,8,11,4,19,0,3,7,7,5,5,1,20,22,1,9,20,15,17
1606724000,1606700000,1600000000,City of Surigao,City,2065,22964,25971,2073,26600,13943,27292,3776,2107,2137,19484,16237,25188,1200,16272,7135,19983,14932,27189,1223,4226,13167,8951,19526,1811,1853,26482,32173,989,23386,11614,20420,21206
1606706000,1606700000,1600000000,Claver,Mun,630,4693,4756,391,6143,2422,5586,1094,453,411,4125,3718,5056,347,3674,1904,4194,2715,6361,373,1089,2509,2086,3664,667,534,5150,6198,235,4170,2097,3960,4649
1606707000,1606700000,1600000000,Dapa,Mun,381,3108,3544,297,3569,783,3509,517,267,389,2421,2422,3503,304,1960,1054,2343,2242,4134,293,659,1459,1190,2592,428,388,3707,3835,343,2330,1488,3010,3436
1606708000,1606700000,1600000000,Del Carmen,Mun,85,863,878,74,827,334,1015,101,58,52,598,543,975,50,488,174,544,477,1059,23,111,344,247,494,87,53,847,1035,64,520,355,761,863
1606710000,1606700000,1600000000,General Luna,Mun,349,2200,2427,248,2572,967,2239,416,227,226,1802,1623,2256,195,1268,557,1723,1290,2543,121,606,1256,808,1759,247,186,2309,2830,101,1937,1159,1951,1843
1606711000,1606700000,1600000000,Gigaquit,Mun,196,1861,1968,151,2361,777,2431,342,170,156,1457,1505,2186,112,1450,469,1416,902,2331,92,310,790,714,1416,204,115,2474,2553,63,1682,764,2162,1870
1606714000,1606700000,1600000000,Mainit,Mun,440,3861,4125,326,4525,1673,4967,538,349,282,2507,2995,4088,192,2496,1018,2661,2463,4702,120,536,1889,1387,3285,384,305,4260,5306,151,3020,1902,4174,3656
1606715000,1606700000,1600000000,Malimono,Mun,325,2307,2327,277,2858,1688,2926,427,289,243,1576,1815,2567,179,1520,599,1531,1366,2981,141,342,1166,1004,1887,340,202,2579,3324,118,1836,1405,2910,2336
1606716000,1606700000,1600000000,Pilar,Mun,79,730,894,67,868,185,820,147,84,72,535,496,870,41,521,212,489,502,951,33,138,379,223,538,67,95,752,965,28,504,351,616,604
1606717000,1606700000,1600000000,Placer,Mun,551,4604,4857,444,6176,1318,5686,797,390,407,4442,4255,4752,267,3450,1313,4797,2687,5779,243,889,2083,1548,3272,432,366,4806,6602,183,4422,2400,4376,5220
1606719000,1606700000,1600000000,San Francisco,Mun,54,713,743,74,1074,346,901,116,39,52,526,501,952,32,458,263,651,433,961,17,120,338,288,625,59,47,871,1013,29,743,478,757,832
1606720000,1606700000,1600000000,San Isidro,Mun,88,826,1111,70,1119,224,1165,137,88,77,668,673,1140,50,469,284,632,624,1232,28,151,511,269,754,79,83,1040,1321,42,716,588,958,721
1606721000,1606700000,1600000000,Santa Monica,Mun,44,470,628,47,575,142,599,81,44,24,282,315,572,24,313,159,301,308,544,10,70,245,167,412,38,25,566,605,12,274,179,385,419
1606722000,1606700000,1600000000,Sison,Mun,16,165,142,6,283,107,198,23,8,8,146,106,197,7,85,45,130,89,240,3,19,90,61,119,14,11,196,235,3,177,89,178,173
1606723000,1606700000,1600000000,Socorro,Mun,400,6717,7103,227,1528,430,6738,306,197,197,887,938,6400,142,753,283,1163,5721,6637,121,256,5878,789,6032,204,179,6323,6583,124,5888,488,6379,1141
1606725000,1606700000,1600000000,Tagana-An,Mun,121,926,1057,101,1216,394,1173,142,91,81,792,768,940,98,659,268,779,518,1215,45,151,397,371,667,90,79,1046,1227,37,829,541,962,931
1606727000,1606700000,1600000000,Tubod,Mun,118,854,1058,81,1174,499,1087,185,112,108,761,792,1091,46,572,277,826,654,1264,71,154,505,379,768,90,77,1168,1434,42,758,516,927,1061
1606801000,1606800000,1600000000,Barobo,Mun,601,5050,5291,421,7187,1359,5798,831,785,905,4246,4092,5479,830,3620,1359,4864,3032,5952,511,1077,2090,2496,3587,450,377,6728,7308,427,4289,2313,4485,4684
1606802000,1606800000,1600000000,Bayabas,Mun,178,994,1145,90,1397,532,1165,171,141,173,878,645,1241,106,640,286,806,607,1441,75,185,606,442,838,123,59,1582,1368,93,771,521,1010,1313
1606804000,1606800000,1600000000,Cagwait,Mun,412,2781,3179,208,3880,1862,3037,438,441,479,1990,2020,2840,277,1871,620,2127,1391,3533,282,587,1403,1227,2024,276,200,3530,3543,196,2236,956,3469,2750
1606805000,1606800000,1600000000,Cantilan,Mun,536,4577,5500,389,6585,3059,5354,1140,402,486,3079,3426,5212,372,3188,1657,3256,3138,6639,198,750,2270,2043,3523,427,296,5172,6930,190,3629,3094,4648,6714
1606806000,1606800000,1600000000,Carmen,Mun,228,1251,1495,138,1837,1018,1531,297,147,177,971,920,1572,117,968,430,1068,831,1762,90,254,666,562,948,196,123,1595,1836,73,1140,910,1333,1379
1606807000,1606800000,1600000000,Carrascal,Mun,420,3196,4358,295,3301,1387,3318,1430,264,277,2737,2037,3707,209,2360,716,2472,1687,4616,146,478,1607,1426,2221,351,205,5149,4169,154,2128,1508,3509,3241
1606803000,1606800000,1600000000,City of Bislig,City,940,10652,11962,772,12835,4686,12746,1356,3337,3163,8997,6901,11879,795,7139,2935,9293,7946,13145,2386,1718,5365,6081,8128,737,662,14992,15387,1340,12975,4815,11510,10879
1606819000,1606800000,1600000000,City of Tandag,City,678,7583,12061,526,12775,5963,10269,1591,560,775,9692,6163,11042,613,6245,2341,8554,4555,12034,375,1772,4633,3362,7036,685,446,12557,13092,370,7665,3601,9429,8110
1606808000,1606800000,1600000000,Cortes,Mun,301,1653,2180,206,2954,1247,2044,646,185,239,1576,1315,2059,168,1532,514,1587,861,2627,118,325,1088,827,1569,253,164,2688,2453,104,1403,1112,2028,2014
1606809000,1606800000,1600000000,Hinatuan,Mun,641,4487,5416,399,5806,2854,5072,651,504,505,3613,3263,4851,527,3259,1091,3559,2941,5539,342,907,1850,1866,3000,429,343,6306,6659,370,3290,2364,5162,6515
1606810000,1606800000,1600000000,Lanuza,Mun,255,1379,1564,174,2089,1240,1563,236,290,295,854,978,1509,166,1214,394,839,922,2079,170,213,726,762,1025,170,140,1885,2020,191,1088,699,1569,1468
1606811000,1606800000,1600000000,Lianga,Mun,535,3824,3666,239,5167,2293,4054,471,459,498,2934,2712,3993,302,2455,921,3274,2470,4396,317,667,1617,1689,2749,384,302,4654,5222,219,3557,1259,3724,3884
1606812000,1606800000,1600000000,Lingig,Mun,712,3687,4220,453,4978,1079,4219,588,699,941,2558,2544,3443,503,2521,892,2679,2098,4484,403,572,1612,1937,2470,509,308,4407,5007,211,2871,1506,4333,2390
1606813000,1606800000,1600000000,Madrid,Mun,254,2017,2473,173,2523,1120,2615,396,223,250,1755,2016,2263,289,2047,708,1521,1353,2716,82,315,958,1055,1611,215,140,2253,2960,102,1548,1091,1939,2333
1606814000,1606800000,1600000000,Marihatag,Mun,319,1858,1812,146,2338,2620,2134,217,403,426,1473,1396,2095,214,1179,433,1455,1105,2500,230,297,990,914,1334,263,202,2470,2566,224,2383,660,2131,1901
1606815000,1606800000,1600000000,San Agustin,Mun,390,2340,2241,169,2840,1800,2102,257,786,749,1396,1478,2152,182,1321,447,1408,1301,2448,618,405,1006,1289,1540,234,189,3157,2969,304,1892,654,2058,2657
1606816000,1606800000,1600000000,San Miguel,Mun,588,3748,4362,340,4440,3506,3951,470,323,371,2739,2823,3219,361,2393,812,3453,2057,4840,195,543,1837,1216,2213,514,336,4376,4996,209,3059,1898,3932,3069
1606817000,1606800000,1600000000,Tagbina,Mun,516,4135,3991,388,5619,2244,4774,610,719,855,3231,3565,3892,608,3326,922,3255,2313,4824,512,955,1727,2203,2955,546,365,5793,5574,438,3537,1931,5811,4078
1606818000,1606800000,1600000000,Tago,Mun,594,4387,5390,325,5693,4495,4757,603,472,520,3731,2975,4905,381,2985,927,3752,2321,6338,312,718,2412,1769,3122,516,327,5997,5919,368,3720,1915,4180,3934
306901000,306900000,300000000,Anao,Mun,126,2360,2885,149,1915,443,2615,2898,147,80,1752,1675,2673,46,1782,946,2086,1469,2856,37,471,758,664,1406,60,92,2109,3169,45,2195,897,1903,1236
306902000,306900000,300000000,Bamban,Mun,479,8954,13662,473,10600,1690,10388,8775,786,786,6759,6365,9909,313,10182,4791,6839,6010,11679,405,1505,3979,3638,6708,427,484,8212,12595,320,8009,4734,10994,6949
306903000,306900000,300000000,Camiling,Mun,606,11841,12688,921,11135,1961,13127,9619,429,1281,9686,8341,12213,289,8938,4786,11306,6737,14656,223,2182,3981,2881,7621,421,481,9619,15405,344,11557,4731,9871,5375
306904000,306900000,300000000,Capas,Mun,389,8003,11042,374,8583,1737,8548,4506,445,357,5940,5835,6720,212,7799,2559,6046,4151,9479,191,941,2456,2082,4458,272,310,5345,9703,199,7105,2653,9005,4263
306916000,306900000,300000000,City of Tarlac,City,2792,61902,74857,3053,52624,12805,63915,30085,3138,5708,41434,37832,58863,1834,50074,24150,44781,39911,66627,2027,8621,25214,15611,40066,2184,2900,50546,78710,1772,53153,19639,52673,27777
306905000,306900000,300000000,Concepcion,Mun,919,19592,33080,892,19591,4203,23262,12811,1333,976,13392,13013,22255,660,18714,8646,13380,14029,24634,538,2617,8222,6053,13690,723,903,17372,27171,498,18532,9796,23923,13221
306906000,306900000,300000000,Gerona,Mun,507,11778,15136,526,9233,1408,12658,7005,372,379,8141,7822,10806,242,7921,3116,9740,7103,13339,236,1471,4522,2455,6949,364,425,9023,15129,298,10997,4639,10155,4109
306907000,306900000,300000000,La Paz,Mun,531,10926,15793,525,11301,2426,13151,8137,617,540,9017,8117,12204,355,9318,4447,9610,7807,15072,309,1558,3969,2950,6580,563,504,9356,15428,286,10990,4810,12037,5589
306908000,306900000,300000000,Mayantoc,Mun,290,4494,5864,326,4583,936,5082,4635,273,367,3479,3381,4843,245,3190,1450,4052,2590,5768,132,782,1731,1378,3241,258,268,3601,6347,131,4076,2403,3738,2080
306909000,306900000,300000000,Moncada,Mun,614,10801,12355,605,9569,1847,11582,7910,711,410,9439,8316,11546,339,8053,4173,10196,6441,12961,264,2496,4501,3013,7352,446,561,9765,14250,289,9579,4700,8279,5394
306910000,306900000,300000000,Paniqui,Mun,674,15097,18662,659,12940,2094,16915,11729,957,528,10746,10189,17217,377,11233,5551,11175,10426,18743,317,2270,7036,3340,9932,493,548,13102,19431,338,14352,6939,12296,7338
306911000,306900000,300000000,Pura,Mun,221,5518,7028,226,5100,1021,6001,4729,218,194,3946,3809,5915,125,4286,2222,4937,3703,6248,125,1124,2111,1412,3878,167,221,4787,7121,124,5058,2559,4163,2572
306912000,306900000,300000000,Ramos,Mun,233,4401,5298,273,4190,631,4811,3605,202,139,3685,3469,4466,118,3288,1579,4042,2570,5510,79,723,1640,1197,2600,155,186,3602,6024,90,4065,1989,3269,2096
306913000,306900000,300000000,San Clemente,Mun,124,2717,2899,195,2596,476,2912,2267,102,123,1926,1976,2999,69,1874,1197,2572,1636,3436,65,588,1027,870,1871,104,138,2475,3518,66,2449,1423,2349,1309
306918000,306900000,300000000,San Jose,Mun,395,4972,6997,332,5066,698,5463,3635,273,268,3864,3735,4552,210,3687,1361,4296,2505,5934,141,795,1943,1510,2990,300,298,3874,6324,185,4332,2038,4309,2201
306914000,306900000,300000000,San Manuel,Mun,241,5055,5166,241,4774,797,5825,3683,225,166,4920,3838,5887,159,3521,2273,4993,3371,6737,102,1042,2295,1330,2983,188,226,4358,7643,102,5180,2122,3820,2746
306915000,306900000,300000000,Santa Ignacia,Mun,616,9724,11350,606,9402,1301,10566,7877,472,450,7029,7330,9208,285,6882,3076,8992,5506,11934,206,1547,3583,3078,5962,433,451,7510,12355,228,9113,4110,8252,4126
306917000,306900000,300000000,Victoria,Mun,454,11567,12839,485,7596,1592,11053,5218,347,316,6695,6154,10962,249,5792,3089,8004,7335,12127,209,1368,6009,2360,7246,295,377,9364,14048,224,10937,4589,8028,3877
